rank,id_student,code_module,code_presentation,gender,age_band,highest_education,imd_band,num_of_prev_attempts,studied_credits,mean_score,pct_submitted,final_result,dropout,dropout_probability,risk_tier,model_used,scored_date
23778,574590,CCC,2014J,M,0-35,A Level or Equivalent,70-80%,0,60,76.375,1.0,Pass,0,0.0197,LOW,XGBoost,2026-06-02
23779,592895,EEE,2013J,F,0-35,Post Graduate Qualification,,0,30,92.0,0.8,Distinction,0,0.0197,LOW,XGBoost,2026-06-02
23780,689983,EEE,2014J,M,0-35,Lower Than A Level,30-40%,0,60,90.75,0.8,Distinction,0,0.0197,LOW,XGBoost,2026-06-02
23781,618777,CCC,2014J,M,0-35,A Level or Equivalent,60-70%,0,60,95.07692307692308,1.0,Distinction,0,0.0197,LOW,XGBoost,2026-06-02
23782,378920,EEE,2013J,M,0-35,Lower Than A Level,20-30%,0,60,82.53846153846153,1.0,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23783,548791,BBB,2013B,F,35-55,HE Qualification,60-70%,0,60,72.4,0.8333333333333334,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23784,606304,FFF,2013J,M,35-55,Lower Than A Level,,0,120,86.66666666666667,0.9230769230769231,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23785,199446,FFF,2013B,M,0-35,HE Qualification,90-100%,0,60,92.4,0.7692307692307693,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23786,591021,EEE,2013J,M,0-35,Lower Than A Level,,0,60,92.5,0.8,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23787,677206,FFF,2014J,F,0-35,A Level or Equivalent,40-50%,0,60,70.33333333333333,0.9230769230769231,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23788,167961,AAA,2014J,M,55<=,HE Qualification,70-80%,0,60,76.0,0.8333333333333334,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23789,126713,BBB,2014B,F,0-35,A Level or Equivalent,0-10%,0,120,75.5,0.8333333333333334,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23790,587183,GGG,2013J,F,0-35,Lower Than A Level,80-90%,0,30,80.0,0.7,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23791,592047,EEE,2014J,F,0-35,HE Qualification,50-60%,0,60,89.25,0.8,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23792,316541,FFF,2013J,F,0-35,HE Qualification,30-40%,0,120,88.25,0.9230769230769231,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23793,619359,DDD,2014B,M,0-35,HE Qualification,90-100%,0,60,67.3125,1.0,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23794,616688,FFF,2014B,M,0-35,A Level or Equivalent,10-20,0,90,89.16666666666667,0.9230769230769231,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23795,606319,DDD,2013J,F,0-35,Lower Than A Level,80-90%,0,90,62.142857142857146,1.0,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23796,634751,GGG,2014B,F,0-35,Lower Than A Level,90-100%,0,30,91.125,0.8,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23797,685708,FFF,2014J,F,0-35,A Level or Equivalent,0-10%,0,120,79.16666666666667,0.9230769230769231,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23798,2537898,EEE,2013J,M,35-55,Lower Than A Level,90-100%,0,30,82.0,0.8,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23799,643591,FFF,2014J,M,0-35,A Level or Equivalent,30-40%,0,60,83.41666666666667,0.9230769230769231,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23800,205425,EEE,2013J,M,0-35,A Level or Equivalent,50-60%,0,60,90.84615384615384,1.0,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23801,627097,DDD,2014J,F,0-35,A Level or Equivalent,0-10%,0,120,61.714285714285715,1.0,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23802,579686,FFF,2014J,M,0-35,A Level or Equivalent,40-50%,0,90,74.25,0.9230769230769231,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23803,690016,EEE,2014J,M,0-35,HE Qualification,50-60%,0,60,87.0,0.8,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23804,382979,BBB,2013J,F,35-55,A Level or Equivalent,80-90%,0,90,91.18181818181819,0.9166666666666666,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23805,594417,BBB,2014B,F,0-35,HE Qualification,60-70%,0,60,71.18181818181819,0.9166666666666666,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23806,610873,EEE,2013J,M,0-35,Lower Than A Level,30-40%,0,60,80.75,0.8,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23807,532236,DDD,2014J,M,0-35,A Level or Equivalent,70-80%,0,60,76.14285714285714,1.0,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23808,680918,BBB,2014J,M,0-35,A Level or Equivalent,60-70%,0,60,48.6,0.8333333333333334,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23809,612449,EEE,2014B,M,35-55,A Level or Equivalent,60-70%,0,30,74.4,1.0,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23810,631569,DDD,2014B,M,35-55,HE Qualification,0-10%,0,90,74.14285714285714,1.0,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23811,294594,AAA,2013J,M,0-35,A Level or Equivalent,90-100%,0,60,52.8,0.8333333333333334,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23812,561826,CCC,2014J,F,0-35,HE Qualification,0-10%,0,30,78.76923076923077,1.0,Pass,0,0.0196,LOW,XGBoost,2026-06-02
23813,648001,EEE,2014J,M,0-35,Lower Than A Level,70-80%,0,60,88.5,0.8,Distinction,0,0.0196,LOW,XGBoost,2026-06-02
23814,156835,BBB,2013B,F,35-55,A Level or Equivalent,40-50%,0,60,86.9,0.8333333333333334,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23815,570985,CCC,2014J,M,0-35,A Level or Equivalent,90-100%,0,60,84.44444444444444,0.9,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23816,630328,DDD,2014J,F,0-35,A Level or Equivalent,20-30%,0,60,56.285714285714285,1.0,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23817,537255,BBB,2013B,F,0-35,Lower Than A Level,10-20,0,60,88.9,0.8333333333333334,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23818,535145,BBB,2013B,F,0-35,Lower Than A Level,70-80%,0,60,80.5,0.8333333333333334,Fail,0,0.0195,LOW,XGBoost,2026-06-02
23819,631603,DDD,2014J,F,0-35,Lower Than A Level,90-100%,0,90,83.85714285714286,1.0,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23820,80775,DDD,2014J,M,35-55,A Level or Equivalent,50-60%,0,60,83.0,1.0,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23821,565158,DDD,2014B,F,0-35,Lower Than A Level,80-90%,0,60,71.42857142857143,1.0,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23822,650232,DDD,2014J,M,0-35,A Level or Equivalent,80-90%,0,60,60.166666666666664,0.8571428571428571,Fail,0,0.0195,LOW,XGBoost,2026-06-02
23823,2518069,AAA,2013J,M,0-35,A Level or Equivalent,90-100%,0,60,76.6,0.8333333333333334,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23824,315808,FFF,2013J,M,0-35,A Level or Equivalent,80-90%,0,120,90.83333333333333,0.9230769230769231,Distinction,0,0.0195,LOW,XGBoost,2026-06-02
23825,190930,FFF,2014B,M,0-35,HE Qualification,,0,90,81.81818181818181,0.8461538461538461,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23826,633650,BBB,2014B,F,0-35,A Level or Equivalent,80-90%,0,60,69.5,0.8333333333333334,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23827,63371,CCC,2014J,M,0-35,Lower Than A Level,,0,30,78.88888888888889,0.9,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23828,555250,FFF,2013B,M,0-35,Lower Than A Level,10-20,0,150,77.83333333333333,0.9230769230769231,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23829,590392,DDD,2013J,M,0-35,A Level or Equivalent,80-90%,0,60,79.85714285714286,1.0,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23830,505199,FFF,2013B,M,0-35,Lower Than A Level,80-90%,1,120,89.91666666666667,0.9230769230769231,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23831,569080,FFF,2014J,M,35-55,A Level or Equivalent,10-20,0,90,91.04761904761905,1.0,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23832,599177,DDD,2013J,M,0-35,Lower Than A Level,30-40%,0,120,56.0,1.0,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23833,311917,AAA,2013J,M,55<=,A Level or Equivalent,60-70%,0,120,59.2,0.8333333333333334,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23834,549690,DDD,2013B,F,0-35,A Level or Equivalent,0-10%,0,60,65.58333333333333,0.8571428571428571,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23835,441165,FFF,2014J,M,0-35,A Level or Equivalent,60-70%,1,120,63.36363636363637,0.8461538461538461,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23836,2584244,FFF,2014J,M,35-55,HE Qualification,20-30%,0,90,82.33333333333333,0.9230769230769231,Pass,0,0.0195,LOW,XGBoost,2026-06-02
23837,567211,GGG,2013J,F,35-55,A Level or Equivalent,60-70%,0,30,64.28571428571429,0.7,Distinction,0,0.0195,LOW,XGBoost,2026-06-02
23838,650363,FFF,2014J,M,0-35,A Level or Equivalent,30-40%,0,90,80.5,0.9230769230769231,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23839,657196,EEE,2014J,M,0-35,A Level or Equivalent,70-80%,0,60,89.5,0.8,Distinction,0,0.0194,LOW,XGBoost,2026-06-02
23840,577404,FFF,2013J,F,0-35,A Level or Equivalent,10-20,0,120,89.08333333333333,0.9230769230769231,Distinction,0,0.0194,LOW,XGBoost,2026-06-02
23841,165243,BBB,2013B,M,35-55,A Level or Equivalent,50-60%,0,60,82.1,0.8333333333333334,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23842,125535,BBB,2014J,F,35-55,A Level or Equivalent,30-40%,2,120,38.2,0.8333333333333334,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23843,2277857,AAA,2014J,F,35-55,A Level or Equivalent,70-80%,0,60,65.4,0.8333333333333334,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23844,520077,CCC,2014J,M,35-55,Lower Than A Level,30-40%,0,90,83.92307692307692,1.0,Fail,0,0.0194,LOW,XGBoost,2026-06-02
23845,598963,CCC,2014J,M,35-55,HE Qualification,80-90%,0,30,79.0,1.0,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23846,685206,CCC,2014J,M,0-35,A Level or Equivalent,30-40%,0,120,95.88888888888889,0.9,Distinction,0,0.0194,LOW,XGBoost,2026-06-02
23847,515734,CCC,2014J,F,35-55,A Level or Equivalent,50-60%,1,30,41.111111111111114,0.9,Fail,0,0.0194,LOW,XGBoost,2026-06-02
23848,315728,CCC,2014B,M,0-35,HE Qualification,30-40%,0,30,80.44444444444444,0.9,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23849,418216,EEE,2014J,M,0-35,Lower Than A Level,10-20,0,40,93.25,0.8,Distinction,0,0.0194,LOW,XGBoost,2026-06-02
23850,613237,CCC,2014J,M,35-55,A Level or Equivalent,10-20,0,30,74.22222222222223,0.9,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23851,529868,DDD,2013J,F,0-35,A Level or Equivalent,80-90%,0,60,78.85714285714286,1.0,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23852,178963,BBB,2013J,M,0-35,A Level or Equivalent,70-80%,0,120,74.0,0.8333333333333334,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23853,554257,FFF,2013J,F,0-35,HE Qualification,90-100%,0,150,79.66666666666667,0.9230769230769231,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23854,637586,BBB,2014J,F,0-35,A Level or Equivalent,10-20,0,60,75.0,0.8333333333333334,Distinction,0,0.0194,LOW,XGBoost,2026-06-02
23855,282821,AAA,2013J,M,35-55,A Level or Equivalent,30-40%,0,60,60.6,0.8333333333333334,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23856,690586,EEE,2014J,M,0-35,A Level or Equivalent,50-60%,0,60,87.5,0.8,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23857,492946,BBB,2013B,F,0-35,A Level or Equivalent,20-30%,1,120,79.36363636363636,0.9166666666666666,Fail,0,0.0194,LOW,XGBoost,2026-06-02
23858,2470672,BBB,2013B,F,35-55,A Level or Equivalent,30-40%,1,60,82.7,0.8333333333333334,Fail,0,0.0194,LOW,XGBoost,2026-06-02
23859,590970,FFF,2014B,M,0-35,Lower Than A Level,70-80%,1,210,70.25,0.9230769230769231,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23860,623433,FFF,2014B,F,0-35,Lower Than A Level,90-100%,0,60,70.45454545454545,0.8461538461538461,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23861,597740,FFF,2014J,M,0-35,Lower Than A Level,80-90%,0,60,77.33333333333333,0.9230769230769231,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23862,593487,EEE,2013J,M,0-35,HE Qualification,40-50%,0,60,77.75,0.8,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23863,2449819,FFF,2013J,M,35-55,A Level or Equivalent,60-70%,0,60,65.41666666666667,0.9230769230769231,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23864,627550,BBB,2014B,F,0-35,No Formal quals,0-10%,0,60,70.5,0.8333333333333334,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23865,632083,CCC,2014J,M,35-55,A Level or Equivalent,80-90%,0,30,79.76923076923077,1.0,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23866,593658,GGG,2014J,F,0-35,No Formal quals,90-100%,2,30,79.85714285714286,0.7,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23867,611049,EEE,2013J,M,0-35,A Level or Equivalent,80-90%,0,60,89.75,0.8,Distinction,0,0.0194,LOW,XGBoost,2026-06-02
23868,540209,FFF,2013B,M,0-35,Lower Than A Level,60-70%,0,60,62.916666666666664,0.9230769230769231,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23869,358956,BBB,2014B,F,0-35,Lower Than A Level,30-40%,1,120,73.54545454545455,0.9166666666666666,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23870,632266,GGG,2014J,F,0-35,Lower Than A Level,80-90%,0,30,77.14285714285714,0.7,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23871,496916,DDD,2014J,M,35-55,Lower Than A Level,40-50%,0,60,84.71428571428571,1.0,Pass,0,0.0194,LOW,XGBoost,2026-06-02
23872,631207,DDD,2014B,F,0-35,Lower Than A Level,80-90%,0,60,54.714285714285715,1.0,Fail,0,0.0193,LOW,XGBoost,2026-06-02
23873,285315,AAA,2014J,M,0-35,HE Qualification,70-80%,0,60,86.2,0.8333333333333334,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23874,427704,BBB,2013B,M,35-55,Lower Than A Level,0-10%,0,120,81.0909090909091,0.9166666666666666,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23875,137903,FFF,2013J,M,35-55,Lower Than A Level,90-100%,1,60,72.5,0.9230769230769231,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23876,559344,BBB,2014J,M,0-35,A Level or Equivalent,70-80%,1,120,58.2,0.8333333333333334,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23877,589053,GGG,2014B,F,35-55,Lower Than A Level,30-40%,1,60,78.55555555555556,0.9,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23878,2231961,DDD,2013B,M,35-55,HE Qualification,10-20,1,60,84.76923076923077,0.9285714285714286,Distinction,0,0.0193,LOW,XGBoost,2026-06-02
23879,368824,AAA,2013J,M,35-55,HE Qualification,50-60%,0,120,55.6,0.8333333333333334,Fail,0,0.0193,LOW,XGBoost,2026-06-02
23880,602007,EEE,2013J,M,0-35,Post Graduate Qualification,,0,60,95.0,0.8,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23881,558983,BBB,2013J,F,0-35,A Level or Equivalent,50-60%,0,60,78.8,0.8333333333333334,Fail,0,0.0193,LOW,XGBoost,2026-06-02
23882,1874363,DDD,2013J,M,35-55,HE Qualification,40-50%,0,60,65.85714285714286,1.0,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23883,528250,BBB,2013B,F,0-35,A Level or Equivalent,40-50%,0,60,79.0909090909091,0.9166666666666666,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23884,645551,DDD,2014J,M,35-55,Lower Than A Level,90-100%,0,60,81.42857142857143,1.0,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23885,613093,BBB,2014B,F,0-35,A Level or Equivalent,20-30%,0,60,85.0,0.9166666666666666,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23886,569953,EEE,2014J,F,0-35,Lower Than A Level,20-30%,0,30,96.25,0.8,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23887,695090,FFF,2014J,M,0-35,Lower Than A Level,20-30%,0,120,68.0,0.9230769230769231,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23888,229361,AAA,2013J,M,0-35,A Level or Equivalent,50-60%,0,60,78.0,0.8333333333333334,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23889,1847146,BBB,2013B,F,35-55,Lower Than A Level,10-20,0,120,73.18181818181819,0.9166666666666666,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23890,640711,FFF,2014J,F,35-55,Lower Than A Level,10-20,0,90,83.83333333333333,0.9230769230769231,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23891,606918,EEE,2013J,M,0-35,A Level or Equivalent,,0,60,88.5,0.8,Distinction,0,0.0193,LOW,XGBoost,2026-06-02
23892,2460775,DDD,2014B,F,0-35,HE Qualification,70-80%,0,70,86.57142857142857,1.0,Distinction,0,0.0193,LOW,XGBoost,2026-06-02
23893,627270,BBB,2014B,F,0-35,A Level or Equivalent,30-40%,0,60,94.4,0.8333333333333334,Distinction,0,0.0193,LOW,XGBoost,2026-06-02
23894,593022,CCC,2014J,M,0-35,A Level or Equivalent,80-90%,0,60,82.23809523809524,1.0,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23895,635788,BBB,2014B,F,35-55,A Level or Equivalent,20-30%,0,60,88.5,0.8333333333333334,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23896,596490,FFF,2013J,M,35-55,Lower Than A Level,50-60%,0,120,72.08333333333333,0.9230769230769231,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23897,2165164,AAA,2014J,F,0-35,Lower Than A Level,10-20,0,60,63.2,0.8333333333333334,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23898,2057803,AAA,2014J,M,35-55,Lower Than A Level,50-60%,0,60,66.0,0.8333333333333334,Pass,0,0.0193,LOW,XGBoost,2026-06-02
23899,689004,CCC,2014J,M,35-55,HE Qualification,30-40%,0,90,95.33333333333333,0.9,Distinction,0,0.0193,LOW,XGBoost,2026-06-02
23900,625427,DDD,2014B,M,0-35,A Level or Equivalent,50-60%,0,60,85.42857142857143,1.0,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23901,529834,FFF,2013B,M,0-35,Lower Than A Level,20-30%,0,60,62.666666666666664,0.9230769230769231,Fail,0,0.0192,LOW,XGBoost,2026-06-02
23902,690095,EEE,2014J,M,35-55,Lower Than A Level,60-70%,0,60,92.5,0.8,Distinction,0,0.0192,LOW,XGBoost,2026-06-02
23903,627901,GGG,2014B,F,35-55,Lower Than A Level,90-100%,0,30,80.5,0.8,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23904,692484,BBB,2014J,F,35-55,HE Qualification,20-30%,0,60,61.8,0.8333333333333334,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23905,1406920,BBB,2014B,F,35-55,A Level or Equivalent,80-90%,0,60,74.7,0.8333333333333334,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23906,482856,DDD,2013B,F,35-55,HE Qualification,,0,60,80.92857142857143,1.0,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23907,89188,DDD,2013J,F,0-35,A Level or Equivalent,50-60%,0,60,64.0,1.0,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23908,635773,BBB,2014B,F,0-35,A Level or Equivalent,30-40%,0,60,82.81818181818181,0.9166666666666666,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23909,2051699,AAA,2013J,F,35-55,Lower Than A Level,70-80%,0,60,66.6,0.8333333333333334,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23910,1354095,EEE,2014J,F,35-55,A Level or Equivalent,60-70%,0,30,79.5,0.8,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23911,634681,DDD,2014B,M,35-55,A Level or Equivalent,70-80%,0,120,94.57142857142857,1.0,Distinction,0,0.0192,LOW,XGBoost,2026-06-02
23912,67539,EEE,2014J,M,0-35,Lower Than A Level,10-20,0,60,66.0,0.8,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23913,616512,GGG,2014B,F,0-35,Lower Than A Level,80-90%,0,30,86.625,0.8,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23914,655796,FFF,2014J,M,0-35,A Level or Equivalent,30-40%,0,120,72.58333333333333,0.9230769230769231,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23915,482810,BBB,2013J,F,0-35,A Level or Equivalent,30-40%,0,60,87.88888888888889,0.75,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23916,611407,EEE,2014B,M,0-35,A Level or Equivalent,90-100%,0,30,82.92307692307692,1.0,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23917,609245,DDD,2014J,M,55<=,HE Qualification,80-90%,0,60,77.14285714285714,1.0,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23918,528464,BBB,2013J,F,0-35,A Level or Equivalent,90-100%,2,60,65.81818181818181,0.9166666666666666,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23919,597608,DDD,2014J,M,35-55,A Level or Equivalent,70-80%,0,60,83.28571428571429,1.0,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23920,679262,FFF,2014J,M,0-35,A Level or Equivalent,70-80%,0,60,69.54545454545455,0.8461538461538461,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23921,202606,EEE,2014J,M,0-35,HE Qualification,90-100%,0,60,98.25,0.8,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23922,422061,FFF,2013B,M,0-35,HE Qualification,90-100%,0,90,77.58333333333333,0.9230769230769231,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23923,597937,FFF,2014J,M,0-35,Lower Than A Level,50-60%,0,60,56.5,0.9230769230769231,Fail,0,0.0192,LOW,XGBoost,2026-06-02
23924,297484,BBB,2013B,F,0-35,A Level or Equivalent,10-20,1,60,89.3,0.8333333333333334,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23925,90361,BBB,2014B,F,35-55,HE Qualification,20-30%,0,60,76.7,0.8333333333333334,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23926,584195,GGG,2013J,M,0-35,Lower Than A Level,,0,30,61.625,0.8,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23927,654240,EEE,2014J,M,0-35,A Level or Equivalent,60-70%,0,60,90.5,0.8,Distinction,0,0.0192,LOW,XGBoost,2026-06-02
23928,603740,GGG,2013J,F,0-35,Lower Than A Level,20-30%,0,30,80.71428571428571,0.7,Fail,0,0.0192,LOW,XGBoost,2026-06-02
23929,643172,BBB,2014J,F,35-55,HE Qualification,20-30%,0,120,50.2,0.8333333333333334,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23930,676084,EEE,2014J,M,0-35,HE Qualification,70-80%,0,30,84.75,0.8,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23931,537679,BBB,2013B,F,35-55,Lower Than A Level,10-20,0,120,85.45454545454545,0.9166666666666666,Pass,0,0.0192,LOW,XGBoost,2026-06-02
23932,2415480,DDD,2014B,M,35-55,HE Qualification,30-40%,0,90,94.85714285714286,1.0,Distinction,0,0.0191,LOW,XGBoost,2026-06-02
23933,619288,BBB,2014B,F,35-55,Lower Than A Level,20-30%,0,60,66.27272727272727,0.9166666666666666,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23934,618258,BBB,2014B,F,35-55,HE Qualification,20-30%,0,60,87.8,0.8333333333333334,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23935,556362,DDD,2013B,M,35-55,Lower Than A Level,80-90%,0,60,53.642857142857146,1.0,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23936,290757,AAA,2013J,M,0-35,A Level or Equivalent,30-40%,0,60,75.0,0.8333333333333334,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23937,331354,BBB,2013B,F,0-35,A Level or Equivalent,20-30%,0,60,82.77777777777777,0.75,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23938,1626710,AAA,2013J,M,35-55,A Level or Equivalent,60-70%,0,60,84.6,0.8333333333333334,Distinction,0,0.0191,LOW,XGBoost,2026-06-02
23939,682117,DDD,2014J,M,0-35,A Level or Equivalent,90-100%,0,60,67.57142857142857,1.0,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23940,595892,BBB,2014J,F,35-55,A Level or Equivalent,60-70%,0,60,59.0,0.8333333333333334,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23941,628227,GGG,2014B,F,0-35,Lower Than A Level,40-50%,0,30,64.44444444444444,0.9,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23942,632258,FFF,2014B,F,35-55,A Level or Equivalent,30-40%,0,60,77.66666666666667,0.9230769230769231,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23943,495429,EEE,2014J,M,0-35,HE Qualification,,0,60,88.75,0.8,Distinction,0,0.0191,LOW,XGBoost,2026-06-02
23944,342946,GGG,2014J,F,0-35,Lower Than A Level,40-50%,0,30,56.375,0.8,Fail,0,0.0191,LOW,XGBoost,2026-06-02
23945,279572,AAA,2013J,M,0-35,Lower Than A Level,40-50%,0,60,79.2,0.8333333333333334,Distinction,0,0.0191,LOW,XGBoost,2026-06-02
23946,1778145,BBB,2013J,F,35-55,Lower Than A Level,60-70%,0,60,83.5,0.8333333333333334,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23947,1936679,FFF,2013B,F,35-55,A Level or Equivalent,30-40%,0,60,75.33333333333333,0.9230769230769231,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23948,692426,DDD,2014J,M,35-55,A Level or Equivalent,50-60%,0,60,57.714285714285715,1.0,Fail,0,0.0191,LOW,XGBoost,2026-06-02
23949,560182,FFF,2013B,M,35-55,Lower Than A Level,90-100%,0,90,93.75,0.9230769230769231,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23950,556292,BBB,2013B,F,0-35,Lower Than A Level,80-90%,0,120,88.36363636363636,0.9166666666666666,Distinction,0,0.0191,LOW,XGBoost,2026-06-02
23951,355335,FFF,2013J,M,35-55,Lower Than A Level,0-10%,2,90,75.58333333333333,0.9230769230769231,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23952,618845,DDD,2014B,F,0-35,A Level or Equivalent,40-50%,0,60,77.71428571428571,1.0,Pass,0,0.0191,LOW,XGBoost,2026-06-02
23953,125018,AAA,2014J,M,35-55,HE Qualification,70-80%,0,60,64.8,0.8333333333333334,Pass,0,0.0191,LOW,XGBoost,2026-06-02
